Date,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chhattisgarh,Goa,Gujarat,Haryana,Himachal Pradesh,Jharkhand,Karnataka,Kerala,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Delhi
2019-04-21,128.73,375.92,234.83,372.47,317.65,175.88,334.87,292.37,430.25,464.84,590.43,63.19,98.57,409.0,347.46,94.86,151.07,392.01,370.12,104.68,420.61,451.41,344.47,133.62,121.35,709.52,192.58,98.75,240.11
2019-04-22,132.18,373.76,223.68,367.58,324.05,173.43,340.14,299.79,414.23,450.56,575.12,65.34,97.28,402.19,340.89,96.18,147.83,396.81,371.33,101.95,421.58,464.38,329.47,128.41,111.91,706.69,188.44,102.65,234.76
2019-04-23,140.52,364.85,232.17,372.2,311.37,177.76,343.53,286.12,418.02,467.44,581.81,52.24,98.52,405.27,349.77,95.56,143.15,398.88,364.65,110.11,415.14,459.34,333.3,131.87,111.42,697.03,186.6,88.24,238.85
2019-04-24,126.41,362.17,227.44,384.54,305.74,183.92,337.05,289.08,422.18,458.32,590.79,51.44,100.23,400.67,353.85,98.68,140.94,397.58,357.53,101.96,432.6,448.66,344.06,124.95,108.42,701.79,194.59,88.85,237.61
2019-04-25,124.87,375.13,238.56,386.21,324.23,167.84,346.74,285.2,419.5,464.05,590.37,69.09,98.72,413.41,341.43,100.26,136.05,382.06,353.84,102.17,415.88,465.67,338.84,119.81,118.9,699.05,194.66,93.88,232.75
2019-04-26,136.26,369.98,233.67,382.06,317.87,170.74,341.25,282.67,416.54,447.84,585.17,62.64,89.18,405.36,345.34,89.45,146.19,399.21,357.98,102.38,422.83,455.47,344.07,131.42,115.43,700.43,189.3,106.7,228.99
2019-04-27,131.78,358.81,233.57,371.65,321.47,178.82,346.42,299.48,420.64,450.25,587.45,56.18,92.47,413.58,337.83,84.73,148.15,397.35,359.67,100.62,415.74,456.44,334.91,132.18,110.76,697.47,189.77,89.36,244.02
2019-04-28,136.16,361.18,233.45,385.05,317.28,175.65,327.44,290.53,413.01,456.08,588.83,56.39,97.34,407.02,351.64,97.87,136.38,380.39,356.05,107.27,422.45,463.64,341.7,125.24,118.17,708.85,199.4,105.66,232.14
2019-04-29,139.7,361.37,237.2,374.92,322.17,173.92,346.88,290.85,425.24,453.63,582.07,57.75,93.74,410.18,345.58,89.22,143.68,395.31,363.76,108.56,429.5,460.5,331.64,131.88,116.7,705.7,189.66,105.03,234.27
2019-04-30,135.21,365.77,236.31,366.79,312.83,169.57,335.12,295.2,421.12,456.94,588.76,56.69,93.3,414.37,353.97,97.77,146.97,396.8,357.21,108.8,431.46,452.03,325.91,121.08,119.94,703.55,201.92,88.86,237.56
2019-05-01,123.34,370.52,227.73,367.36,315.39,182.21,330.3,301.25,431.02,453.91,580.49,69.58,99.14,398.73,336.34,103.62,149.64,380.83,355.1,101.35,425.46,457.06,332.29,120.46,114.57,707.51,190.0,93.87,242.17
2019-05-02,132.56,370.44,231.69,369.62,319.76,169.02,332.54,293.09,412.76,456.94,583.76,68.01,99.64,399.67,341.59,91.23,149.46,381.66,355.35,111.37,433.01,456.01,337.79,129.34,108.68,711.07,187.19,97.9,244.02
2019-05-03,127.48,360.53,228.51,370.77,305.79,184.49,343.28,298.04,431.93,453.24,591.43,57.06,96.05,408.55,345.77,85.88,143.64,392.38,356.51,104.34,418.93,457.04,344.49,136.94,123.8,712.59,199.29,100.98,237.42
2019-05-04,125.43,360.08,226.49,372.4,314.74,179.2,331.51,298.54,428.95,466.26,593.34,60.17,87.76,410.62,342.0,85.31,137.54,386.88,360.17,113.5,421.6,449.08,342.03,124.4,118.33,710.19,203.24,93.62,235.78
2019-05-05,133.19,371.75,233.6,378.49,312.52,175.42,330.58,286.71,418.71,464.3,581.64,54.1,101.76,406.88,343.39,100.62,150.78,383.34,352.39,113.25,432.75,450.93,340.67,124.31,112.24,709.69,189.67,106.3,232.51
2019-05-06,132.78,375.3,239.05,372.95,316.35,169.93,337.24,290.4,417.79,453.8,577.61,52.96,100.6,414.74,340.64,94.97,143.67,382.94,365.65,99.2,415.96,464.21,336.48,127.91,110.94,709.31,194.91,98.8,243.07
2019-05-07,137.85,361.81,237.16,377.66,306.22,174.17,328.73,282.67,423.27,461.15,583.64,61.16,101.38,413.99,353.05,93.98,150.21,387.95,355.71,109.66,423.22,466.66,326.46,126.71,126.77,700.24,189.4,93.47,240.47
2019-05-08,129.99,375.48,227.32,385.99,311.0,166.57,346.22,285.95,432.38,463.64,588.19,69.8,94.87,403.97,341.84,94.09,152.61,393.39,358.22,118.32,423.77,458.28,340.67,132.13,114.28,709.69,197.94,90.66,232.15
2019-05-09,132.76,371.08,238.31,376.54,305.22,178.96,329.56,299.71,430.74,464.15,590.95,51.55,89.27,411.89,340.38,87.03,147.67,385.17,365.08,113.51,425.35,465.27,339.45,132.82,107.22,706.68,193.73,89.42,230.07
2019-05-10,139.32,367.62,230.04,375.29,311.61,172.05,338.93,295.5,432.11,453.58,580.82,59.81,104.13,415.71,334.82,93.9,152.33,397.15,354.84,107.19,418.68,452.47,326.15,120.62,118.05,703.83,197.92,99.85,230.52
2019-05-11,127.49,360.14,238.67,374.03,310.0,166.99,328.62,283.65,429.35,464.0,582.28,53.14,100.67,405.73,336.45,102.49,150.36,380.57,367.19,109.46,414.25,464.36,340.17,127.75,111.31,696.75,192.98,101.09,228.47
2019-05-12,128.43,363.83,226.04,373.87,308.55,168.59,335.41,286.96,430.96,459.06,583.63,51.77,105.97,417.91,338.05,90.72,153.01,386.59,354.12,113.09,416.56,453.45,342.78,135.67,125.88,714.47,198.85,96.19,240.98
2019-05-13,124.07,370.61,220.37,370.03,305.62,173.4,335.17,293.38,432.21,460.81,583.05,64.73,99.19,400.93,354.42,96.15,137.11,388.68,354.01,114.25,427.5,465.81,325.06,129.08,118.93,712.33,191.04,100.23,233.22
2019-05-14,126.1,359.33,224.68,368.49,313.58,171.3,334.7,289.13,428.36,455.05,575.04,64.24,94.31,411.69,350.07,90.08,153.89,386.59,365.02,106.23,425.51,449.1,337.33,127.05,115.59,699.65,197.18,91.22,236.35
2019-05-15,136.3,359.17,235.56,384.45,324.04,174.32,330.3,292.57,423.72,459.89,575.03,64.31,91.15,400.35,353.76,91.47,143.04,391.06,362.26,104.19,427.51,456.7,332.29,134.16,124.74,714.23,194.03,87.88,224.62
2019-05-16,129.98,358.87,235.21,366.63,311.35,173.77,342.92,290.68,424.69,448.69,583.69,66.86,86.8,416.08,338.46,92.8,139.72,380.57,371.55,111.01,429.6,462.66,344.45,134.84,118.97,709.76,185.2,89.72,241.81
2019-05-17,135.06,374.65,223.44,379.53,315.81,168.11,327.93,289.42,417.99,464.72,585.29,68.88,99.17,400.5,349.49,98.8,155.42,387.55,352.27,114.4,422.14,457.64,328.0,121.25,115.13,700.82,191.5,95.86,234.85
2019-05-18,126.67,360.18,239.41,375.62,322.15,167.78,345.05,290.99,423.57,453.71,585.49,53.35,103.78,400.43,352.5,94.95,136.95,395.55,360.16,118.57,433.07,458.67,332.55,134.98,116.51,703.04,185.68,105.39,233.85
2019-05-19,137.87,358.31,224.4,375.59,319.19,181.27,329.22,282.95,421.61,454.21,573.78,69.8,86.87,415.25,350.84,99.05,142.11,388.31,356.67,113.99,414.52,456.08,342.91,127.43,123.33,696.06,192.44,98.31,228.78
2019-05-20,134.59,364.48,222.55,367.1,315.99,174.5,328.11,288.57,430.86,450.87,589.05,51.42,88.27,410.15,344.3,93.26,145.61,387.73,352.12,104.7,422.5,463.11,326.9,122.6,117.36,704.3,199.75,96.63,234.9
2019-05-21,126.04,361.64,225.31,381.92,312.4,171.58,336.21,296.59,430.5,463.78,584.54,59.73,90.86,411.18,339.64,99.01,136.22,392.16,365.35,116.34,415.89,450.8,333.55,119.42,123.64,700.85,190.85,106.26,243.16
2019-05-22,127.49,361.44,228.71,373.15,306.13,173.27,336.83,300.05,422.79,463.22,585.16,53.24,105.58,413.04,342.81,88.86,136.27,394.46,364.79,110.44,423.94,450.9,339.54,127.26,119.2,707.16,189.75,105.8,229.02
2019-05-23,122.38,362.57,234.77,379.15,309.17,166.63,335.56,291.16,419.92,459.41,590.8,57.83,106.58,400.73,348.56,99.19,150.87,392.24,366.37,106.57,431.2,466.0,328.33,122.05,116.5,713.9,197.68,88.74,240.58
2019-05-24,122.01,374.29,229.01,368.1,313.91,171.25,336.49,300.16,429.13,455.66,593.39,54.19,91.53,415.92,343.92,86.08,151.58,390.44,365.96,116.85,433.43,464.67,339.56,123.66,122.0,700.51,192.2,101.65,230.55
2019-05-25,131.23,373.06,228.05,367.27,307.91,166.23,342.24,300.07,426.79,454.18,579.34,68.73,89.71,409.42,340.94,93.21,148.09,393.82,362.18,118.54,430.97,455.27,330.31,138.03,109.63,699.31,186.15,98.8,226.49
2019-05-26,138.15,362.26,235.53,377.3,310.18,169.3,330.89,292.77,426.9,459.18,580.9,67.77,96.66,409.24,347.38,93.62,151.07,394.91,369.05,113.87,418.34,449.52,333.01,123.4,123.77,695.74,193.76,87.87,234.66
2019-05-27,134.49,358.94,221.78,366.97,313.77,182.94,338.5,299.51,412.49,448.2,589.67,53.79,87.04,411.12,339.8,88.76,139.19,392.8,356.76,111.92,423.37,459.92,327.35,138.74,115.19,713.89,201.53,100.01,241.51
2019-05-28,135.09,367.27,222.94,385.37,315.51,166.45,327.69,300.45,426.71,463.05,586.93,59.19,92.92,411.73,337.54,93.37,140.24,381.91,358.97,107.33,421.43,462.89,340.87,129.64,113.98,702.28,198.16,91.97,228.38
2019-05-29,130.95,374.41,231.22,375.05,319.18,170.95,342.82,297.51,420.52,452.12,575.35,51.83,104.44,412.91,337.69,96.74,155.15,385.99,365.2,110.49,418.67,456.8,324.98,128.58,109.88,695.94,189.12,101.27,243.11
2019-05-30,139.35,372.84,230.7,374.26,318.32,177.86,341.72,284.68,417.77,456.92,586.09,63.1,100.04,411.3,341.1,101.46,155.61,397.03,370.88,105.76,415.92,459.35,331.21,123.25,109.74,695.41,197.49,96.45,234.9
2019-05-31,124.46,357.35,237.49,366.98,313.18,183.42,339.15,293.69,415.16,452.29,592.87,60.64,94.12,410.38,349.07,102.55,147.07,383.96,358.46,107.54,416.62,461.42,343.9,137.51,111.5,698.48,199.7,101.64,237.62
2019-06-01,132.93,371.98,228.12,382.18,307.49,179.28,332.62,289.49,412.65,464.75,577.48,64.96,89.01,415.13,343.25,97.55,140.19,392.27,358.75,99.75,430.35,450.52,331.35,131.27,111.79,711.85,201.82,93.0,241.13
2019-06-02,135.65,364.94,221.99,383.83,308.06,183.69,343.73,283.62,417.7,465.98,577.22,58.86,89.5,409.79,342.57,90.85,154.9,389.99,359.91,112.03,433.73,456.62,329.6,136.17,125.78,695.7,192.57,91.63,232.77
2019-06-03,132.72,369.86,237.64,378.65,319.14,167.2,341.65,293.19,421.46,465.85,585.36,58.97,90.91,404.76,341.82,92.76,146.96,386.71,359.66,100.17,420.35,457.05,342.66,127.89,117.13,708.48,197.26,104.4,231.45
2019-06-04,125.15,363.21,236.72,383.04,315.95,169.01,333.96,297.71,413.84,451.49,590.96,58.6,106.7,402.71,349.43,95.33,145.38,388.11,362.52,117.1,423.64,455.04,330.37,126.39,112.82,707.29,195.57,106.3,243.57
2019-06-05,131.56,365.75,232.1,378.08,314.4,168.55,338.85,291.61,430.55,461.89,581.4,63.48,87.63,410.05,342.46,88.68,153.18,386.44,355.1,116.24,420.6,455.74,331.16,121.21,117.44,710.74,188.67,91.96,228.84
2019-06-06,126.7,376.21,231.6,374.57,318.78,168.44,344.74,284.78,429.33,448.35,580.59,65.64,100.38,416.87,334.9,92.87,136.92,394.65,364.06,111.73,423.22,453.18,330.76,125.11,124.36,707.22,185.41,103.73,224.79
2019-06-07,127.9,370.93,237.52,382.82,314.46,173.14,338.03,286.52,422.03,466.17,592.82,64.74,90.5,414.5,345.21,92.55,155.39,384.3,356.23,101.69,429.43,457.33,336.42,135.97,122.55,706.19,188.47,104.26,233.11
2019-06-08,131.97,374.02,228.47,367.21,314.18,168.29,346.34,291.71,414.33,462.52,574.23,70.83,102.2,400.23,343.86,101.64,136.86,381.9,361.19,111.27,424.37,454.33,342.61,131.21,125.99,706.14,188.12,104.33,239.09
2019-06-09,139.55,364.86,228.6,384.96,308.21,169.24,329.58,293.21,417.53,450.3,589.91,58.18,90.77,402.92,341.41,85.69,149.35,399.53,354.48,111.46,421.42,459.34,342.1,127.02,121.8,710.48,190.72,97.9,236.53
2019-06-10,136.81,359.35,226.69,367.06,306.38,174.09,328.26,300.29,413.17,466.04,573.74,65.85,100.65,405.11,340.3,90.59,136.22,393.11,351.76,99.68,432.89,450.0,335.9,136.8,119.61,712.79,189.86,96.49,241.42
2019-06-11,122.0,363.39,226.16,385.04,317.47,182.65,327.55,300.12,429.25,451.41,577.1,59.25,88.06,415.65,340.79,86.12,151.43,396.39,370.0,110.39,425.06,461.69,330.14,129.22,110.18,703.63,196.3,88.53,237.4
2019-06-12,138.57,372.4,231.16,368.13,318.78,174.5,347.13,293.33,432.34,452.52,591.25,62.18,90.12,401.7,352.49,103.39,155.16,384.54,360.47,107.86,422.43,454.88,339.23,131.11,110.14,698.39,191.92,93.46,232.37
2019-06-13,121.92,373.91,225.58,371.15,305.45,183.53,332.17,283.73,418.81,463.88,576.96,55.83,99.2,413.91,338.06,94.03,136.15,389.03,357.48,99.02,419.98,450.68,331.62,130.65,107.99,698.19,199.03,99.92,235.24
2019-06-14,132.84,373.0,227.84,368.42,306.86,177.12,334.61,287.46,427.85,455.19,590.47,66.95,87.09,405.3,349.45,91.01,146.92,398.5,358.51,102.08,427.99,452.66,340.19,136.61,117.99,711.28,198.84,102.39,238.04
2019-06-15,128.43,369.79,238.82,373.79,306.31,183.56,338.67,285.04,428.85,448.04,584.83,63.88,92.81,411.68,351.54,88.84,150.36,393.96,357.32,115.28,417.13,446.86,328.06,134.21,119.1,713.97,199.24,95.19,236.5
2019-06-16,126.94,360.09,225.92,374.52,324.38,171.0,328.26,292.47,421.33,461.42,573.77,64.4,101.91,413.33,351.61,99.48,138.58,382.47,365.59,109.5,431.59,464.0,334.59,125.58,114.83,695.86,199.76,90.88,226.37
2019-06-17,129.55,357.95,236.62,377.88,309.34,167.08,340.0,290.07,430.24,456.95,592.36,65.85,97.87,414.72,353.58,94.24,137.21,395.0,371.47,104.7,433.49,449.51,336.18,123.03,115.13,712.0,196.65,87.18,226.93
2019-06-18,139.27,375.55,221.75,379.61,311.69,178.22,343.72,289.23,426.74,463.3,579.03,54.25,97.86,414.23,342.75,99.76,137.8,389.49,361.97,103.64,430.17,465.94,341.75,136.39,125.45,698.07,187.87,101.32,226.35
2019-06-19,124.2,368.17,225.62,371.43,322.16,175.93,334.09,301.93,427.26,450.26,582.84,59.23,92.52,410.63,352.44,88.25,145.73,383.86,369.36,108.46,429.92,457.58,330.62,124.01,111.69,704.93,188.32,102.87,235.78
2019-06-20,141.37,371.42,238.66,368.14,309.39,172.89,328.14,294.44,429.39,465.71,581.74,65.83,105.1,417.6,344.91,85.97,147.82,382.93,366.97,107.26,416.17,462.5,342.21,130.46,116.64,702.21,188.11,100.28,225.15
2019-06-21,122.68,374.35,224.77,369.97,322.94,169.47,335.91,301.85,431.66,465.77,589.36,66.13,106.52,407.1,345.08,93.67,143.92,396.67,358.5,104.33,428.09,457.21,333.29,133.58,112.68,705.51,192.93,91.02,232.21
2019-06-22,124.36,360.62,219.66,372.96,316.98,173.05,346.86,290.92,427.63,458.16,588.44,58.75,90.54,415.07,344.5,95.85,143.53,395.66,358.64,110.58,417.23,456.21,330.6,123.39,107.16,714.19,192.7,104.8,234.6
2019-06-23,127.7,358.03,233.42,370.67,313.94,179.56,330.6,297.79,419.64,467.54,580.15,52.17,104.7,412.18,341.33,88.1,149.04,390.41,356.12,111.5,423.31,463.97,325.6,121.93,113.63,701.23,183.81,105.74,234.86
2019-06-24,138.32,360.32,226.52,382.82,318.38,165.35,339.2,294.64,418.79,457.86,590.17,51.78,86.79,407.17,334.68,90.9,144.69,381.16,364.21,112.86,426.27,464.07,328.48,119.77,121.12,710.96,196.29,88.64,237.32
2019-06-25,128.48,357.87,227.27,377.33,304.78,168.9,335.98,290.8,421.44,458.53,576.14,61.39,104.05,410.65,336.54,99.06,142.47,388.41,358.97,118.36,427.13,453.77,338.9,136.1,115.08,714.35,198.76,89.99,237.91
2019-06-26,126.97,373.37,234.39,373.39,309.19,178.05,334.4,290.42,416.1,451.33,583.61,61.2,99.49,411.3,347.66,99.45,153.86,385.46,367.45,118.1,424.72,454.72,331.55,136.18,119.11,704.35,183.68,89.84,232.75
2019-06-27,129.57,365.15,221.31,378.52,318.57,165.92,337.81,294.17,415.75,458.17,591.51,71.31,100.94,407.98,335.58,89.11,146.27,385.08,371.04,109.51,419.53,462.36,341.72,136.01,119.22,706.49,196.59,102.84,230.53
2019-06-28,133.26,364.05,237.18,371.14,321.72,183.82,329.81,289.1,422.87,448.5,575.87,70.14,99.7,414.39,354.49,102.53,153.05,385.18,362.19,117.28,422.55,464.54,329.75,122.12,108.09,704.41,202.55,96.48,226.05
2019-06-29,139.81,357.28,234.35,379.11,318.66,166.69,343.74,286.42,426.1,453.32,590.41,68.58,104.97,417.98,345.75,97.63,145.99,399.43,370.1,115.04,421.55,459.89,329.4,128.69,125.42,706.53,198.55,91.47,227.79
2019-06-30,130.16,371.43,223.75,379.83,315.47,165.07,327.43,287.88,414.8,461.48,593.45,53.79,98.74,401.64,342.11,89.77,149.34,388.84,359.32,115.82,414.62,465.86,340.36,135.24,117.67,703.59,195.58,100.62,227.95
2019-07-01,101.7,301.03,199.6,321.44,255.11,141.34,282.57,235.59,355.97,389.3,476.97,57.27,78.82,345.05,291.74,72.95,115.44,327.19,293.29,98.57,363.02,377.96,287.63,115.78,100.36,581.1,164.5,80.97,200.22
2019-07-02,107.64,303.31,184.84,318.25,271.66,146.51,276.72,253.15,348.78,377.25,486.97,46.47,87.9,343.84,281.12,71.13,118.34,325.12,307.0,81.46,357.98,381.17,272.66,114.24,103.18,584.41,154.8,84.62,193.49
2019-07-03,108.93,305.57,187.93,313.48,252.82,149.8,287.8,237.9,342.2,385.36,496.19,48.04,79.16,344.22,282.65,68.91,128.8,332.87,310.65,89.95,352.35,371.0,278.66,108.79,92.25,577.91,166.77,88.01,185.54
2019-07-04,112.66,310.52,188.05,316.64,258.31,141.13,271.97,248.43,343.01,381.88,491.6,42.78,79.62,332.29,291.5,86.16,121.64,322.67,309.57,89.47,344.55,390.29,275.2,108.65,94.4,582.27,158.59,90.18,193.19
2019-07-05,111.15,310.7,191.13,308.95,266.01,150.46,271.98,240.81,351.83,388.83,490.91,53.31,71.6,335.61,289.5,83.17,128.89,329.89,301.77,87.99,343.9,377.12,284.75,106.71,89.72,590.72,161.18,77.11,192.28
2019-07-06,115.98,315.73,197.85,309.09,269.52,135.73,289.99,239.27,356.23,383.75,480.75,57.25,85.04,337.41,278.82,72.27,124.48,316.44,300.3,94.18,354.68,387.48,271.7,109.54,103.35,579.98,155.32,83.53,190.13
2019-07-07,104.96,298.03,200.37,307.56,265.16,154.56,288.25,235.08,357.48,386.76,477.64,52.35,86.03,345.76,281.65,71.04,113.95,334.11,298.81,82.13,343.36,373.64,270.88,107.5,94.89,590.99,152.07,70.64,187.85
2019-07-08,109.62,310.99,181.74,314.35,265.19,147.86,280.61,250.23,357.99,390.85,485.29,45.52,90.25,348.16,278.62,77.89,129.6,333.68,308.43,84.74,354.87,372.66,272.77,98.27,89.56,589.37,163.81,90.58,194.09
2019-07-09,113.69,312.71,198.77,316.96,257.1,151.65,284.19,244.62,349.62,376.75,491.82,53.95,84.4,349.0,293.48,87.23,126.88,327.86,299.21,83.84,352.09,379.48,281.46,110.79,92.75,581.98,169.43,87.72,186.26
2019-07-10,117.85,296.46,197.89,309.2,261.27,137.84,276.95,244.46,359.47,382.32,492.4,52.21,81.45,336.5,281.95,80.84,124.41,315.82,302.32,99.6,355.09,375.19,273.38,100.9,101.63,587.36,162.19,77.44,185.58
2019-07-11,115.82,307.64,194.56,308.83,261.84,145.21,274.71,243.5,353.15,374.88,486.7,56.23,78.79,339.44,292.32,74.26,122.9,323.07,292.17,90.73,353.89,382.65,269.23,101.74,92.2,594.22,166.95,79.5,198.01
2019-07-12,113.62,305.27,196.24,309.99,266.17,139.81,288.25,235.84,348.01,390.83,478.04,52.06,83.01,346.15,297.13,86.45,128.89,330.04,299.94,95.95,361.36,389.49,287.09,108.98,107.0,585.9,154.19,81.7,201.66
2019-07-13,119.25,305.66,185.02,314.27,260.1,145.43,280.6,246.38,350.37,376.49,482.81,56.25,77.43,334.2,280.16,79.58,130.42,331.37,305.96,97.07,343.54,379.98,284.79,101.93,103.68,583.85,162.75,78.77,197.17
2019-07-14,113.68,300.36,191.31,306.75,267.44,152.56,272.89,237.56,347.32,378.88,486.05,57.31,71.41,333.22,288.15,73.21,125.69,330.53,297.3,89.62,361.66,382.63,274.13,106.54,93.3,592.58,170.0,81.75,188.97
2019-07-15,100.57,315.38,194.74,318.94,270.87,142.24,283.38,242.02,342.5,379.5,494.42,58.56,81.87,337.35,283.91,85.57,114.3,331.72,294.02,89.16,362.51,373.5,287.56,100.76,94.85,597.32,169.61,88.59,193.1
2019-07-16,119.74,308.97,185.62,316.06,256.67,152.87,278.92,248.81,351.98,389.05,482.38,58.71,79.23,334.76,283.89,86.43,112.26,318.88,305.73,84.16,358.08,380.2,274.05,98.35,102.14,579.54,157.03,90.02,190.84
2019-07-17,114.55,304.54,183.55,319.74,258.08,141.74,278.9,251.99,345.67,374.81,485.37,41.34,87.4,339.53,290.71,81.76,123.08,331.55,292.69,82.78,345.99,373.13,273.73,110.3,94.99,594.46,161.67,78.11,192.42
2019-07-18,111.95,308.49,192.04,317.3,253.55,136.22,272.82,237.24,353.19,382.77,490.3,57.56,84.11,349.05,277.77,72.43,119.27,334.85,291.38,82.1,361.96,390.5,281.32,110.41,87.8,589.07,167.05,79.03,200.96
2019-07-19,111.35,304.66,183.27,308.03,255.63,152.07,274.37,249.89,354.33,376.74,487.7,47.5,72.52,346.32,278.59,86.42,126.67,316.88,304.77,93.66,347.17,372.15,278.15,104.97,101.26,586.09,168.95,75.45,199.38
2019-07-20,117.13,312.28,184.07,321.97,264.64,146.04,272.85,237.48,356.29,379.16,486.97,59.71,83.52,334.42,288.03,72.29,123.26,321.02,291.71,96.08,353.65,384.07,287.24,116.38,98.33,584.15,156.39,76.12,195.16
2019-07-21,118.08,299.65,184.03,313.32,254.83,154.67,282.56,239.09,349.29,380.58,494.46,41.62,85.33,332.06,293.59,75.21,123.45,324.52,292.1,89.1,358.72,375.23,274.74,107.08,103.19,588.15,156.77,85.69,198.2
2019-07-22,108.64,305.37,186.43,319.57,252.92,147.87,288.62,239.85,351.96,378.97,494.19,56.29,77.76,339.1,287.56,70.87,116.38,334.0,294.83,89.75,362.0,388.2,277.67,105.09,101.63,589.73,151.65,80.95,193.17
2019-07-23,116.29,300.83,196.9,322.97,267.3,155.18,285.17,245.08,351.59,383.43,481.12,49.88,72.88,335.35,282.33,86.15,125.81,324.58,304.35,86.58,359.99,377.67,272.63,99.3,105.09,580.05,162.22,88.12,198.69
2019-07-24,109.7,304.86,187.92,318.37,257.38,149.59,288.92,241.83,343.99,382.17,481.04,49.79,87.58,342.68,290.69,80.46,129.62,324.35,311.25,92.06,346.05,370.99,269.21,99.15,103.56,585.65,169.54,72.26,201.86
2019-07-25,101.25,309.68,181.38,312.38,265.69,143.52,272.14,239.58,345.49,384.02,494.23,49.61,72.57,333.76,291.92,82.37,127.9,330.88,303.4,90.55,360.17,377.83,281.84,98.58,91.28,591.6,162.6,79.21,204.32
2019-07-26,104.79,302.83,183.2,309.44,269.84,135.76,274.59,246.17,351.01,389.64,494.39,51.01,81.63,338.46,282.81,82.86,127.42,330.25,301.03,90.92,359.66,385.96,281.96,102.04,93.21,597.08,151.96,83.82,191.42
2019-07-27,112.46,303.89,185.74,318.67,260.62,147.3,285.24,240.76,357.63,373.17,482.62,53.38,86.39,339.08,287.09,84.67,127.78,315.65,296.59,99.3,343.56,386.21,284.98,116.11,91.16,582.64,154.83,86.82,192.85
2019-07-28,109.81,298.67,193.23,309.91,252.77,150.39,279.02,253.18,353.97,386.88,481.88,44.11,70.7,342.9,280.0,72.46,117.18,318.61,304.84,86.12,348.95,383.21,277.98,108.81,104.1,578.48,163.34,75.29,203.77
2019-07-29,115.84,296.66,199.99,321.48,266.06,143.98,284.48,245.57,349.79,374.19,477.26,56.93,88.27,340.16,296.19,83.59,114.87,322.46,293.25,87.75,350.21,384.07,269.17,107.04,95.29,591.07,162.64,76.61,186.89
2019-07-30,117.23,298.45,193.02,305.7,266.82,155.33,289.93,242.42,356.63,382.15,490.1,50.4,76.41,346.0,278.4,81.62,113.18,320.54,303.05,94.96,345.49,370.93,278.19,99.76,95.21,587.16,153.4,74.51,200.01
2019-07-31,100.53,312.73,181.33,321.45,256.37,151.99,284.38,234.07,351.37,385.53,495.5,58.16,75.02,330.88,282.02,72.62,127.62,318.18,301.64,90.21,362.19,371.22,274.84,112.16,99.08,589.91,163.59,81.52,192.67
2019-08-01,100.68,299.37,181.55,313.11,269.57,136.59,271.67,253.69,359.73,388.81,489.4,41.82,73.4,336.02,296.23,86.02,130.45,325.34,298.6,96.44,362.0,390.61,288.27,99.43,88.65,577.81,157.56,71.77,197.78
2019-08-02,100.21,312.07,190.24,308.61,265.3,153.58,289.7,249.81,358.5,378.69,485.34,56.37,81.1,344.69,289.44,85.87,130.14,332.75,309.79,90.22,346.02,390.39,283.04,110.98,101.45,592.39,156.89,86.17,202.17
2019-08-03,116.82,309.23,188.63,307.21,263.65,146.3,276.87,238.77,344.13,387.66,492.32,56.32,80.77,348.73,278.56,85.79,124.75,322.39,295.46,88.09,353.83,377.36,273.2,115.37,96.25,580.72,162.87,71.78,197.73
2019-08-04,116.26,314.17,182.42,318.38,266.24,136.6,283.15,253.38,350.56,372.87,496.1,46.8,76.0,338.21,294.44,72.78,125.42,322.92,300.49,97.14,360.57,373.15,270.6,100.49,104.44,593.43,157.08,74.3,202.69
2019-08-05,102.99,312.56,195.0,308.44,263.22,138.2,283.42,251.33,342.38,376.45,495.83,51.01,75.57,335.41,290.23,75.81,118.03,320.07,301.23,99.63,345.48,376.33,269.37,108.99,96.18,597.53,167.24,90.55,197.5
2019-08-06,115.56,308.51,187.36,314.1,266.96,135.71,286.87,241.66,356.25,375.52,495.12,41.37,73.36,333.26,291.76,74.26,113.38,327.87,300.02,80.84,358.4,374.76,279.23,112.37,96.15,584.48,164.42,74.43,202.7
2019-08-07,102.21,305.22,185.21,319.56,263.21,145.19,275.6,237.9,355.65,375.49,482.4,47.2,81.54,342.07,288.75,81.2,129.58,323.47,291.51,84.83,349.68,376.9,280.4,102.29,95.02,584.98,153.06,81.3,189.61
2019-08-08,110.05,307.42,188.48,322.76,266.23,143.17,280.19,244.4,347.8,389.87,494.46,51.45,82.09,331.01,283.58,78.41,116.11,315.67,299.15,91.0,355.34,384.56,285.8,108.68,96.94,580.12,159.61,75.73,195.74
2019-08-09,117.89,312.24,193.01,322.35,252.78,141.61,290.85,241.12,347.81,372.4,483.56,44.59,76.74,334.89,287.7,86.0,126.83,328.6,299.48,97.9,348.03,385.05,279.3,108.78,91.96,584.21,164.98,82.1,196.72
2019-08-10,101.46,298.79,192.31,312.69,260.07,141.24,271.54,251.64,357.12,380.0,480.95,41.21,84.96,340.88,284.84,87.6,128.86,318.48,296.45,93.3,362.09,378.35,275.46,99.57,100.32,582.62,167.17,83.47,188.92
